Total Time,Step Time,Voltage [V],Current [A],Battery Temperature [ÅãC],Chamber Temperature [ÅãC]
7.06,1,20.83,9.979,28,25.9
8.06,2,20.8,9.985,28,25.9
9.06,3,20.77,9.999,27.9,25.9
10.06,4,20.74,10.004,27.9,25.9
11.06,5,20.72,9.992,27.9,25.8
12.06,6,20.7,9.989,27.9,25.8
13.06,7,20.68,9.995,27.8,25.8
14.06,8,20.66,10.017,27.8,25.8
15.06,9,20.64,10.005,27.8,25.8
16.06,10,20.62,9.989,27.8,25.8
17.06,11,20.61,9.985,27.8,25.8
18.06,12,20.59,9.984,27.8,25.7
19.06,13,20.57,9.998,27.8,25.7
20.06,14,20.56,10.007,27.7,25.7
21.06,15,20.54,9.993,27.7,25.7
22.06,16,20.52,9.989,27.7,25.7
23.06,17,20.51,10,27.7,25.7
24.06,18,20.49,10,27.7,25.6
25.06,19,20.48,9.989,27.7,25.6
26.06,20,20.46,10.004,27.6,25.6
27.06,21,20.45,10.002,27.6,25.6
28.06,22,20.43,9.975,27.6,25.6
29.06,23,20.41,9.996,27.6,25.6
30.06,24,20.4,10.009,27.5,25.5
31.06,25,20.38,9.989,27.5,25.5
32.06,26,20.37,9.981,27.5,25.5
33.06,27,20.35,10,27.5,25.5
34.06,28,20.34,10.002,27.5,25.5
35.06,29,20.32,9.989,27.5,25.4
36.06,30,20.3,9.992,27.4,25.4
37.06,31,20.29,10.016,27.4,25.4
38.06,32,20.28,9.995,27.4,25.4
39.06,33,20.26,9.978,27.4,25.4
40.06,34,20.24,9.985,27.4,25.4
41.06,35,20.23,10.001,27.3,25.3
42.06,36,20.21,9.991,27.3,25.3
43.06,37,20.2,9.99,27.4,25.3
44.06,38,20.18,10.01,27.3,25.3
45.06,39,20.17,10.002,27.3,25.3
46.06,40,20.15,9.988,27.3,25.3
47.06,41,20.13,9.997,27.2,25.2
48.06,42,20.12,10.01,27.2,25.2
49.06,43,20.1,9.98,27.2,25.2
50.06,44,20.09,9.984,27.2,25.2
51.06,45,20.07,9.999,27.2,25.2
52.06,46,20.05,10.006,27.2,25.2
53.06,47,20.04,9.988,27.2,25.2
54.06,48,20.02,9.982,27.2,25.1
55.06,49,20.01,9.985,27.2,25.1
56.06,50,19.99,9.997,27.1,25.1
57.06,51,19.98,10.001,27.1,25.1
58.06,52,19.96,10.002,27.1,25.1
59.06,53,19.94,9.994,27.1,25.1
60.06,54,19.93,9.99,27.1,25
61.06,55,19.91,9.987,27.1,25
62.06,56,19.9,9.991,27,25
63.06,57,19.89,9.99,27,25
64.06,58,19.87,9.988,27,25
65.06,59,19.85,9.991,27,25
66.06,60,19.84,9.997,27,24.9
67.06,61,19.82,10.006,27.1,24.9
68.06,62,19.8,10.008,27.1,24.9
69.06,63,19.79,10.012,27,24.9
70.06,64,19.77,10.009,27,24.9
71.06,65,19.75,10.001,27,24.9
72.06,66,19.74,9.992,27,24.8
73.06,67,19.72,9.987,27,24.8
74.06,68,19.71,9.979,27,24.8
75.06,69,19.69,9.983,26.9,24.8
76.06,70,19.67,9.991,26.9,24.8
77.06,71,19.66,10,26.9,24.8
78.06,72,19.65,9.996,26.9,24.7
79.06,73,19.63,9.985,26.9,24.7
80.06,74,19.62,9.985,26.9,24.7
81.06,75,19.6,9.994,26.9,24.7
82.06,76,19.58,10.009,26.9,24.7
83.06,77,19.56,10.004,26.8,24.7
84.06,78,19.55,9.988,26.8,24.7
85.06,79,19.53,9.995,26.8,24.7
86.06,80,19.51,10.018,26.8,24.7
87.06,81,19.5,9.982,26.8,24.7
88.06,82,19.48,9.979,26.8,24.7
89.06,83,19.47,10.008,26.8,24.7
90.06,84,19.45,9.983,26.8,24.7
91.06,85,19.43,10,26.8,24.7
92.06,86,19.42,9.99,26.8,24.7
93.06,87,19.4,10.005,26.8,24.7
94.06,88,19.39,9.993,26.8,24.7
95.06,89,19.37,9.988,26.8,24.7
96.06,90,19.36,9.992,26.8,24.7
97.06,91,19.34,9.991,26.7,24.7
98.06,92,19.32,9.996,26.8,24.7
99.06,93,19.31,9.993,26.8,24.7
100.06,94,19.29,9.999,26.7,24.7
101.06,95,19.27,9.986,26.7,24.7
102.06,96,19.26,10.004,26.8,24.6
103.06,97,19.24,9.984,26.7,24.7
104.06,98,19.22,10.009,26.7,24.7
105.06,99,19.21,9.992,26.7,24.7
106.06,100,19.19,9.997,26.7,24.7
107.06,101,19.17,10,26.7,24.7
108.06,102,19.15,9.979,26.7,24.7
109.06,103,19.14,10.001,26.7,24.7
110.06,104,19.12,9.985,26.8,24.7
111.06,105,19.11,10.005,26.7,24.7
112.06,106,19.09,9.991,26.7,24.7
113.06,107,19.07,10.011,26.7,24.7
114.06,108,19.05,9.983,26.7,24.7
115.06,109,19.04,9.995,26.7,24.7
116.06,110,19.02,10.004,26.7,24.7
117.06,111,19,9.981,26.7,24.7
118.06,112,18.98,10.005,26.7,24.7
119.06,113,18.97,9.988,26.7,24.7
120.06,114,18.95,10.003,26.7,24.7
121.06,115,18.94,9.997,26.7,24.7
122.06,116,18.92,9.978,26.6,24.7
123.06,117,18.9,10.002,26.7,24.7
124.06,118,18.89,9.995,26.7,24.7
125.06,119,18.87,9.989,26.7,24.7
126.06,120,18.85,10.007,26.7,24.7
127.06,121,18.83,10,26.7,24.7
128.06,122,18.81,9.984,26.7,24.7
129.06,123,18.8,10.001,26.7,24.7
130.06,124,18.78,10.015,26.7,24.7
131.06,125,18.76,9.987,26.7,24.7
132.06,126,18.74,9.979,26.7,24.7
133.06,127,18.72,9.996,26.7,24.7
134.06,128,18.71,10.009,26.7,24.7
135.06,129,18.7,9.991,26.7,24.7
136.06,130,18.68,9.981,26.7,24.7
137.06,131,18.66,9.997,26.6,24.7
138.06,132,18.64,10.004,26.6,24.7
139.06,133,18.62,9.997,26.6,24.7
140.06,134,18.6,9.986,26.6,24.7
141.06,135,18.58,9.985,26.6,24.7
142.06,136,18.57,9.993,26.6,24.7
143.06,137,18.55,10.002,26.6,24.7
144.06,138,18.53,10.01,26.6,24.7
145.06,139,18.51,10.012,26.6,24.7
146.06,140,18.49,10.014,26.6,24.7
147.06,141,18.47,10.011,26.6,24.7
148.06,142,18.47,10.009,26.6,24.7
149.06,143,18.45,10.011,26.6,24.8
150.06,144,18.43,10.013,26.6,24.8
151.06,145,18.41,10.015,26.6,24.8
152.06,146,18.39,10.018,26.5,24.8
153.06,147,18.37,10.012,26.5,24.8
154.06,148,18.36,10.011,26.5,24.8
155.06,149,18.33,10.009,26.5,24.8
156.06,150,18.32,10.01,26.5,24.8
157.06,151,18.3,10.01,26.5,24.8
158.06,152,18.28,10.01,26.5,24.8
159.06,153,18.26,10.005,26.5,24.8
160.06,154,18.25,9.997,26.5,24.8
161.06,155,18.23,9.992,26.5,24.8
162.06,156,18.2,9.985,26.5,24.8
163.06,157,18.19,9.991,26.5,24.8
164.06,158,18.17,9.994,26.5,24.8
165.06,159,18.15,9.992,26.5,24.8
166.06,160,18.14,10.003,26.5,24.8
167.06,161,18.11,10.006,26.5,24.8
168.06,162,18.09,10.006,26.5,24.8
169.06,163,18.08,10.002,26.5,24.8
170.06,164,18.05,9.995,26.5,24.8
171.06,165,18.03,9.979,26.5,24.8
172.06,166,18.02,9.977,26.5,24.8
173.06,167,18,9.982,26.5,24.8
174.06,168,17.98,9.994,26.5,24.8
175.06,169,17.96,10.006,26.5,24.8
176.06,170,17.94,10.004,26.5,24.8
177.06,171,17.92,9.995,26.5,24.8
178.06,172,17.9,9.982,26.5,24.8
179.06,173,17.89,9.977,26.5,24.8
180.06,174,17.87,9.98,26.5,24.8
181.06,175,17.85,9.993,26.5,24.8
182.06,176,17.83,10.013,26.5,24.8
183.06,177,17.81,10.009,26.5,24.8
184.06,178,17.79,9.996,26.4,24.8
185.06,179,17.77,9.986,26.4,24.8
186.06,180,17.75,9.99,26.4,24.8
187.06,181,17.73,10.001,26.4,24.8
188.06,182,17.71,10.009,26.4,24.8
189.06,183,17.69,9.989,26.4,24.8
190.06,184,17.67,9.986,26.4,24.8
191.06,185,17.66,9.997,26.4,24.8
192.06,186,17.63,9.981,26.4,24.8
193.06,187,17.62,9.992,26.4,24.8
194.06,188,17.6,10.011,26.4,24.8
195.06,189,17.58,9.988,26.4,24.8
196.06,190,17.55,9.994,26.4,24.8
197.06,191,17.54,10.005,26.4,24.8
198.06,192,17.52,9.983,26.4,24.8
199.06,193,17.5,10.003,26.4,24.8
200.06,194,17.48,9.997,26.4,24.8
201.06,195,17.46,9.976,26.4,24.8
202.06,196,17.44,10.008,26.4,24.8
203.06,197,17.42,9.996,26.4,24.8
204.06,198,17.4,9.983,26.4,24.8
205.06,199,17.38,10.004,26.4,24.8
206.06,200,17.36,9.998,26.4,24.8
207.06,201,17.34,9.989,26.4,24.8
208.06,202,17.32,9.999,26.4,24.8
209.06,203,17.3,9.999,26.4,24.8
210.06,204,17.28,9.98,26.4,24.8
211.06,205,17.26,9.985,26.4,24.8
212.06,206,17.24,10.002,26.3,24.8
213.06,207,17.22,10.011,26.4,24.8
214.06,208,17.2,9.993,26.3,24.8
215.06,209,17.18,9.99,26.4,24.8
216.06,210,17.16,9.991,26.4,24.8
217.06,211,17.14,9.993,26.4,24.8
218.06,212,17.12,10.001,26.4,24.8
219.06,213,17.1,10.006,26.4,24.8
220.06,214,17.08,10.003,26.4,24.8
221.06,215,17.06,10.001,26.4,24.8
222.06,216,17.04,9.998,26.4,24.8
223.06,217,17.01,9.991,26.4,24.8
224.06,218,16.99,9.985,26.4,24.8
225.06,219,16.97,9.984,26.4,24.8
226.06,220,16.95,9.986,26.4,24.8
227.06,221,16.93,9.99,26.4,24.8
228.06,222,16.91,9.996,26.4,24.8
229.06,223,16.89,10.001,26.4,24.8
230.06,224,16.87,10.003,26.4,24.8
231.06,225,16.84,9.995,26.4,24.8
232.06,226,16.82,9.98,26.3,24.8
233,226.94,16.8,9.978,26.3,24.8
2374.17,0.5,18.63,10.004,55.5,60
2374.67,1,18.61,10.017,55.5,60
2375.17,1.5,18.59,10.028,55.5,60
2375.67,2,18.58,10.018,55.5,60
2376.17,2.5,18.56,10.007,55.4,60
2376.67,3,18.55,10.009,55.4,60
2377.17,3.5,18.54,10.008,55.5,60
2377.67,4,18.53,10.012,55.5,60
2378.17,4.5,18.52,10.02,55.5,60
2378.67,5,18.51,10.021,55.5,60
2379.17,5.5,18.5,10.006,55.5,60
2379.67,6,18.49,10.018,55.5,60
2380.17,6.5,18.48,10.002,55.4,60
2380.67,7,18.47,10.002,55.4,60
2381.17,7.5,18.46,9.995,55.4,60
2381.67,8,18.45,9.997,55.4,60
2382.17,8.5,18.44,10.008,55.4,60
2382.67,9,18.43,10.016,55.5,60
2383.17,9.5,18.42,10.007,55.5,60
2383.67,10,18.41,10.001,55.4,60
2384.17,10.5,18.4,10.009,55.4,60
2384.67,11,18.39,10.015,55.4,60
2385.17,11.5,18.38,10.009,55.4,60
2385.67,12,18.37,10.017,55.4,60
3003.85,0.5,19.05,-19.975,55.9,60
3004.35,1,19.09,-19.989,55.9,60
3004.85,1.5,19.12,-19.993,56,60
3005.35,2,19.14,-19.99,56,60
3005.85,2.5,19.17,-19.987,56,60
3006.35,3,19.19,-19.989,56,60
3006.85,3.5,19.22,-19.989,56,60
3007.35,4,19.23,-19.985,56,60
3007.85,4.5,19.25,-19.988,56,60
3008.35,5,19.27,-19.992,55.9,60
3008.85,5.5,19.29,-20.009,55.9,60
3009.35,6,19.32,-20.012,56,60
3009.85,6.5,19.34,-20.009,56,60
3010.35,7,19.35,-20.002,56,60
3010.85,7.5,19.37,-19.989,56,60
3011.35,8,19.39,-19.981,55.9,60
3011.85,8.5,19.41,-19.986,55.9,60
3012.35,9,19.43,-19.992,55.9,60
3012.85,9.5,19.45,-19.997,55.9,60
3013.35,10,19.46,-20.004,55.9,60
3013.85,10.5,19.48,-20.001,55.9,60
3014.35,11,19.5,-20.008,55.9,60
3014.85,11.5,19.52,-20.002,56,60
3015.35,12,19.53,-20.013,56,60
3633.5,0.5,18.57,16.013,56.2,60
3634,1,18.54,16.009,56.2,60
3634.5,1.5,18.52,16.021,56.2,60
3635,2,18.5,16.009,56.2,60
3635.5,2.5,18.48,15.998,56.2,60
3636,3,18.46,15.991,56.2,60
3636.5,3.5,18.44,16.008,56.2,60
3637,4,18.43,16,56.2,60
3637.5,4.5,18.4,16.011,56.2,60
3638,5,18.39,16.027,56.2,60
3638.5,5.5,18.38,16.005,56.2,60
3639,6,18.36,16,56.2,60
3639.5,6.5,18.34,15.999,56.2,60
3640,7,18.32,16.015,56.2,60
3640.5,7.5,18.3,16.009,56.2,60
3641,8,18.29,16.011,56.2,60
3641.5,8.5,18.27,16.018,56.2,60
3642,9,18.26,16.011,56.2,60
3642.5,9.5,18.24,15.998,56.2,60
3643,10,18.23,16.005,56.2,60
3643.5,10.5,18.21,16.006,56.2,60
3644,11,18.2,16.003,56.2,60
3644.5,11.5,18.18,16.013,56.2,60
3645,12,18.16,16.023,56.2,60
4263.14,0.5,19.19,-30.018,56.4,60
4263.64,1,19.24,-30.019,56.4,60
4264.14,1.5,19.29,-30.005,56.4,60
4264.64,2,19.33,-30.012,56.4,60
4265.14,2.5,19.37,-30.009,56.4,60
4265.64,3,19.4,-30.004,56.4,60
4266.14,3.5,19.43,-29.989,56.4,60
4266.64,4,19.47,-29.981,56.4,60
4267.14,4.5,19.5,-29.947,56.4,60
4267.64,5,19.53,-29.961,56.4,60
4268.14,5.5,19.56,-29.952,56.4,60
4268.64,6,19.58,-29.978,56.4,60
4269.14,6.5,19.61,-29.98,56.4,60
4269.64,7,19.64,-30.008,56.4,60
4270.14,7.5,19.67,-30.019,56.4,60
4270.64,8,19.7,-30.025,56.4,60
4271.14,8.5,19.72,-30.038,56.4,60
4271.64,9,19.75,-30.038,56.4,60
4272.14,9.5,19.78,-30.031,56.4,60
4272.64,10,19.8,-30.011,56.4,60
4273.14,10.5,19.83,-29.999,56.4,60
4273.64,11,19.85,-29.979,56.4,60
4274.14,11.5,19.88,-29.99,56.4,60
4274.64,12,19.9,-29.993,56.4,60
4892.79,0.5,18.43,26.005,56.6,60
4893.29,1,18.38,26.003,56.6,60
4893.79,1.5,18.34,25.993,56.6,60
4894.29,2,18.31,25.996,56.6,60
4894.79,2.5,18.27,25.985,56.6,60
4895.29,3,18.24,25.988,56.6,60
4895.79,3.5,18.22,26,56.6,60
4896.29,4,18.18,26.001,56.6,60
4896.79,4.5,18.16,26.005,56.6,60
4897.29,5,18.13,26.005,56.6,60
4897.79,5.5,18.1,26.014,56.6,60
4898.29,6,18.07,26.014,56.6,60
4898.79,6.5,18.05,26.017,56.6,60
4899.29,7,18.02,26.021,56.6,60
4899.79,7.5,17.99,26.007,56.6,60
4900.29,8,17.97,26.016,56.6,60
4900.79,8.5,17.94,26.008,56.6,60
4901.29,9,17.91,26.017,56.6,60
4901.79,9.5,17.89,26.012,56.6,60
4902.29,10,17.86,26.025,56.6,60
4902.79,10.5,17.84,26.018,56.6,60
4903.29,11,17.81,26.031,56.6,60
4903.79,11.5,17.78,26.015,56.6,60
4904.29,12,17.76,26.023,56.6,60
5522.44,0.5,19.34,-40.019,56.6,60
5522.94,1,19.41,-40.001,56.6,60
5523.44,1.5,19.47,-39.989,56.6,60
5523.94,2,19.52,-39.972,56.6,60
5524.44,2.5,19.57,-39.971,56.6,60
5524.94,3,19.61,-39.963,56.6,60
5525.44,3.5,19.66,-39.969,56.6,60
5525.94,4,19.7,-39.978,56.6,60
5526.44,4.5,19.74,-39.992,56.6,60
5526.94,5,19.78,-40.015,56.6,60
5527.44,5.5,19.82,-40.028,56.6,60
5527.94,6,19.85,-40.045,56.6,60
5528.44,6.5,19.89,-40.05,56.6,60
5528.94,7,19.93,-40.059,56.6,60
5529.44,7.5,19.97,-40.044,56.6,60
5529.94,8,20,-40.031,56.6,60
5530.44,8.5,20.03,-40.031,56.6,60
5530.94,9,20.07,-40.015,56.6,60
5531.44,9.5,20.1,-40.008,56.6,60
5531.94,10,20.14,-39.984,56.6,60
5532.44,10.5,20.17,-39.983,56.6,60
5532.94,11,20.2,-39.949,56.6,60
5533.44,11.5,20.23,-39.955,56.6,60
5533.94,12,20.27,-39.953,56.6,60
6152.09,0.5,18.37,30.009,56.7,59.9
6152.59,1,18.32,30.008,56.7,59.9
6153.09,1.5,18.27,30.018,56.7,59.9
6153.59,2,18.23,30.017,56.7,60
6154.09,2.5,18.19,30.029,56.7,60
6154.59,3,18.15,30.029,56.7,60
6155.09,3.5,18.12,30.018,56.7,60
6155.59,4,18.09,30.014,56.7,60
6156.09,4.5,18.05,30.02,56.7,60
6156.59,5,18.02,30.011,56.7,60
6157.09,5.5,17.99,30.012,56.7,60
6157.59,6,17.96,30.013,56.7,60
6158.09,6.5,17.92,30.014,56.7,60
6158.59,7,17.89,30.018,56.7,60
6159.09,7.5,17.86,30.006,56.7,60
6159.59,8,17.83,30.004,56.7,60
6160.09,8.5,17.81,30.003,56.7,60
6160.59,9,17.77,30.002,56.7,59.9
6161.09,9.5,17.75,30.008,56.7,59.9
6161.59,10,17.71,30.019,56.7,60
6162.09,10.5,17.68,30.019,56.7,60
6162.59,11,17.65,30.021,56.7,60
6163.09,11.5,17.62,30.014,56.7,60
6163.59,12,17.59,30.014,56.7,59.9
6781.74,0.5,19.48,-50.042,56.8,60
6782.24,1,19.57,-50.033,56.8,60
6782.74,1.5,19.64,-50.028,56.8,60
6783.24,2,19.71,-50.024,56.8,60
6783.74,2.5,19.77,-50.022,56.7,60
6784.24,3,19.82,-50.016,56.7,60
6784.74,3.5,19.88,-50.001,56.7,60
6785.24,4,19.93,-50,56.7,60
6785.74,4.5,19.98,-49.976,56.7,60
6786.24,5,20.03,-49.981,56.7,60
6786.74,5.5,20.08,-49.963,56.7,60
6787.24,6,20.12,-49.957,56.8,60
6787.74,6.5,20.17,-49.95,56.8,60
6788.24,7,20.21,-49.948,56.7,60
6788.74,7.5,20.25,-49.948,56.7,60
6789.24,8,20.3,-49.949,56.7,60
6789.74,8.5,20.35,-49.948,56.7,60
6790.24,9,20.39,-49.94,56.7,60
6790.74,9.5,20.43,-49.952,56.7,60
6791.24,10,20.47,-49.95,56.8,60
6791.74,10.5,20.5,-49.961,56.8,60
6792.24,11,20.55,-49.959,56.8,60
6792.74,11.5,20.59,-49.973,56.7,60
6793.24,12,20.62,-50.004,56.7,60
8294.09,0.5,19.53,16.007,56.9,60
8294.59,1,19.51,15.998,56.9,60
8295.09,1.5,19.48,16.011,56.9,60
8295.59,2,19.47,16.008,56.9,60
8296.09,2.5,19.45,16.006,56.9,60
8296.59,3,19.43,16.009,56.9,60
8297.09,3.5,19.41,16.009,56.9,60
8297.59,4,19.39,16.023,56.9,60
8298.09,4.5,19.38,16.013,56.9,60
8298.59,5,19.36,16.035,56.9,60
8299.09,5.5,19.35,16.016,56.9,60
8299.59,6,19.33,16.023,56.9,60
8300.09,6.5,19.32,16.018,56.9,60
8300.59,7,19.31,16.01,56.9,60
8301.09,7.5,19.29,16.021,56.9,60
8301.59,8,19.28,16.013,56.9,60
8302.09,8.5,19.26,16.012,56.9,60
8302.59,9,19.25,16.006,56.9,60
8303.09,9.5,19.24,16.008,56.9,60
8303.59,10,19.22,16.002,56.9,60
8304.09,10.5,19.21,16.008,56.9,60
8304.59,11,19.2,15.999,56.9,60
8305.09,11.5,19.18,16.009,56.9,60
8305.59,12,19.17,16.001,56.9,60
8923.76,0.5,20.03,-19.988,57,60
8924.26,1,20.06,-19.985,57,60
8924.76,1.5,20.09,-19.984,57,60
8925.26,2,20.11,-19.985,57,60
8925.76,2.5,20.13,-19.991,57,60
8926.26,3,20.15,-19.987,57,60
8926.76,3.5,20.18,-19.984,57,60
8927.26,4,20.2,-19.986,57,60
8927.76,4.5,20.22,-19.977,57,60
8928.26,5,20.24,-19.986,57,60
8928.76,5.5,20.25,-19.971,57,60
8929.26,6,20.27,-19.982,57,60
8929.76,6.5,20.29,-19.977,57,60
8930.26,7,20.3,-19.983,57,60
8930.76,7.5,20.32,-19.994,57,60
8931.26,8,20.34,-20.004,57,60
8931.76,8.5,20.35,-20.024,57,60
8932.26,9,20.37,-20.022,57,60
8932.76,9.5,20.38,-20.022,57,60
8933.26,10,20.4,-20.013,57,60
8933.76,10.5,20.42,-20.026,57,59.9
8934.26,11,20.43,-20.014,57,59.9
8934.76,11.5,20.45,-20.013,57,59.9
8935.26,12,20.46,-19.991,57,59.9
9553.41,0.5,19.45,24.029,57,60
9553.91,1,19.41,24.022,57,60
9554.41,1.5,19.38,24.029,57,59.9
9554.91,2,19.35,24.021,57,59.9
9555.41,2.5,19.32,24.03,57,59.9
9555.91,3,19.3,24.02,57,59.9
9556.41,3.5,19.27,24.027,57,59.9
9556.91,4,19.25,24.021,57,59.9
9557.41,4.5,19.22,24.024,57,59.9
9557.91,5,19.2,24.014,57,59.9
9558.41,5.5,19.18,24.021,57.1,59.9
9558.91,6,19.15,24.019,57.1,59.9
9559.41,6.5,19.13,24.021,57,59.9
9559.91,7,19.11,24.02,57,59.9
9560.41,7.5,19.09,24.023,57,59.9
9560.91,8,19.07,24.021,57,59.9
9561.41,8.5,19.05,24.026,57,59.9
9561.91,9,19.03,24.027,57,59.9
9562.41,9.5,19.01,24.029,57,59.9
9562.91,10,18.99,24.032,57,59.9
9563.41,10.5,18.96,24.043,57,59.9
9563.91,11,18.95,24.027,57,59.9
9564.41,11.5,18.92,24.026,57,59.9
9564.91,12,18.9,24.022,57,59.9
10183.06,0.5,20.16,-30.011,57.2,60
10183.56,1,20.21,-29.983,57.2,60
10184.06,1.5,20.25,-29.973,57.1,60
10184.56,2,20.29,-29.97,57.1,60
10185.06,2.5,20.32,-29.974,57.2,60
10185.56,3,20.36,-29.983,57.2,60
10186.06,3.5,20.39,-30.012,57.2,60
10186.56,4,20.41,-30.015,57.2,60
10187.06,4.5,20.45,-30.031,57.2,60
10187.56,5,20.47,-30.033,57.2,60
10188.06,5.5,20.5,-30.011,57.2,60
10188.56,6,20.52,-30.004,57.2,60
10189.06,6.5,20.55,-29.99,57.2,60
10189.56,7,20.57,-29.978,57.2,60
10190.06,7.5,20.6,-29.978,57.2,60
10190.56,8,20.62,-29.977,57.2,60
10191.06,8.5,20.65,-29.989,57.2,60
10191.56,9,20.67,-29.998,57.2,60
10192.06,9.5,20.69,-30.016,57.2,60
10192.56,10,20.71,-30.023,57.2,60
10193.06,10.5,20.73,-30.027,57.2,60
10193.56,11,20.76,-30.012,57.2,60
10194.06,11.5,20.79,-30.022,57.1,60
10194.56,12,20.81,-30.005,57.1,59.9
10812.71,0.5,19.37,30.007,57.2,59.9
10813.21,1,19.32,30.016,57.2,59.9
10813.71,1.5,19.28,30.013,57.2,59.9
10814.21,2,19.24,30.025,57.2,59.9
10814.71,2.5,19.21,30.011,57.2,59.9
10815.21,3,19.17,29.998,57.2,59.9
10815.71,3.5,19.14,29.985,57.2,59.9
10816.21,4,19.11,30.009,57.2,59.9
10816.71,4.5,19.08,30.014,57.2,59.9
10817.21,5,19.05,29.999,57.2,59.9
10817.71,5.5,19.03,30.024,57.2,59.9
10818.21,6,19,30.012,57.2,59.9
10818.71,6.5,18.97,30.004,57.2,59.9
10819.21,7,18.94,30,57.2,59.9
10819.71,7.5,18.91,30.022,57.2,59.9
10820.21,8,18.88,30.019,57.2,59.9
10820.71,8.5,18.86,30.024,57.2,59.9
10821.21,9,18.84,30.023,57.2,59.9
10821.71,9.5,18.81,30.003,57.2,59.9
10822.21,10,18.78,30.007,57.2,59.9
10822.71,10.5,18.75,30.016,57.2,59.9
10823.21,11,18.73,30.005,57.2,59.9
10823.71,11.5,18.7,30.004,57.2,59.9
10824.21,12,18.67,30.035,57.2,59.9
11442.36,0.5,20.31,-39.984,57.2,59.9
11442.86,1,20.37,-39.941,57.2,59.9
11443.36,1.5,20.42,-39.964,57.2,59.9
11443.86,2,20.47,-39.993,57.2,59.9
11444.36,2.5,20.52,-40.017,57.2,59.9
11444.86,3,20.56,-40.036,57.2,59.9
11445.36,3.5,20.6,-40.022,57.2,59.9
11445.86,4,20.64,-40.009,57.2,59.9
11446.36,4.5,20.67,-39.989,57.2,60
11446.86,5,20.72,-39.976,57.2,60
11447.36,5.5,20.75,-39.962,57.2,60
11447.86,6,20.78,-39.965,57.2,59.9
11448.36,6.5,20.82,-39.995,57.2,59.9
11448.86,7,20.85,-40.003,57.2,59.9
11449.36,7.5,20.88,-40.021,57.2,60
11449.86,8,20.91,-40.035,57.2,60
11450.36,8.5,20.94,-40.037,57.2,59.9
11450.86,9,20.97,-40.047,57.2,59.9
11451.36,9.5,21.01,-40.044,57.2,59.9
11451.86,10,21.04,-40.051,57.2,59.9
11452.36,10.5,21.07,-40.049,57.2,59.9
11452.86,11,21.09,-40.04,57.2,59.9
11453.36,11.5,21.13,-40.043,57.2,59.9
11453.86,12,21.16,-40.04,57.2,59.9
12072.01,0.5,19.28,36.012,57.3,60
12072.51,1,19.23,36.02,57.3,60
12073.01,1.5,19.18,36.021,57.3,60
12073.51,2,19.14,36.026,57.3,60
12074.01,2.5,19.09,36.034,57.3,60
12074.51,3,19.05,36.026,57.3,60
12075.01,3.5,19.01,36.026,57.3,60
12075.51,4,18.97,36.023,57.3,60
12076.01,4.5,18.94,36.026,57.3,60
12076.51,5,18.9,36.032,57.3,60
12077.01,5.5,18.87,36.029,57.3,60
12077.51,6,18.83,36.023,57.3,60
12078.01,6.5,18.8,36.032,57.3,60
12078.51,7,18.77,36.015,57.3,60
12079.01,7.5,18.74,36.037,57.3,60
12079.51,8,18.7,36.03,57.3,60
12080.01,8.5,18.67,36.027,57.3,60
12080.51,9,18.64,36.036,57.3,60
12081.01,9.5,18.61,36.028,57.3,60
12081.51,10,18.57,36.036,57.3,60
12082.01,10.5,18.54,36.038,57.3,60
12082.51,11,18.51,36.03,57.3,60
12083.01,11.5,18.48,36.039,57.3,60
12083.51,12,18.44,36.027,57.3,60
12701.66,0.5,20.45,-50.027,57.4,60
12702.16,1,20.52,-50.011,57.4,60
12702.66,1.5,20.59,-50.019,57.4,60
12703.16,2,20.65,-50.021,57.4,60
12703.66,2.5,20.71,-50.028,57.4,60
12704.16,3,20.76,-50.025,57.4,60
12704.66,3.5,20.81,-50.024,57.4,60
12705.16,4,20.86,-50.026,57.4,60
12705.66,4.5,20.91,-50.032,57.4,60
12706.16,5,20.95,-50.03,57.4,60
12706.66,5.5,20.99,-50.03,57.4,60
12707.16,6,21.03,-50.035,57.4,60
12707.66,6.5,21.07,-50.021,57.4,60
12708.16,7,21.12,-50.029,57.4,60
12708.66,7.5,21.15,-50.025,57.4,60
12709.16,8,21.19,-50.034,57.4,60
12709.66,8.5,21.24,-50.033,57.4,60
12710.16,9,21.27,-50.035,57.4,60
12710.66,9.5,21.31,-50.039,57.4,60
12711.16,10,21.35,-50.028,57.4,60
12711.66,10.5,21.38,-50.032,57.4,60
12712.16,11,21.42,-50.025,57.4,60
12712.66,11.5,21.46,-50.036,57.4,60
12713.16,12,21.49,-50.018,57.4,60
14223.48,0.5,20.39,20.004,57.4,59.9
14223.98,1,20.37,20.012,57.4,59.9
14224.48,1.5,20.34,20.016,57.4,59.9
14224.98,2,20.32,20.002,57.4,59.9
14225.48,2.5,20.3,20.014,57.4,59.9
14225.98,3,20.27,20,57.4,59.9
14226.48,3.5,20.26,19.994,57.5,59.9
14226.98,4,20.24,19.996,57.5,59.9
14227.48,4.5,20.22,20.027,57.4,59.9
14227.98,5,20.2,20.018,57.4,59.9
14228.48,5.5,20.18,20.004,57.4,59.9
14228.98,6,20.16,20.012,57.4,59.9
14229.48,6.5,20.15,20,57.4,59.9
14229.98,7,20.13,19.999,57.4,59.9
14230.48,7.5,20.12,20.012,57.4,59.9
