soc,ocv[v],Total Time,Step Time,Voltage [V],Current [A],Battery Temperature [ÅãC],Chamber Temperature [ÅãC]
60,3.717536,29209.16,5.5,3.873333333,-39.971,58,60
60,3.717536,29209.66,6,3.878333333,-39.978,58,60
60,3.717536,29210.16,6.5,3.883333333,-39.977,58,60
60,3.717536,29210.66,7,3.888333333,-39.969,58,60
60,3.717536,29211.16,7.5,3.891666667,-39.978,58,60
60,3.717536,29211.66,8,3.896666667,-39.988,58,60
60,3.717536,29212.16,8.5,3.901666667,-39.983,58,60
60,3.717536,29212.66,9,3.908333333,-39.992,58,60
60,3.717536,29213.16,9.5,3.913333333,-39.993,58,60
60,3.717536,29213.66,10,3.916666667,-40.006,58,60
60,3.717536,29214.16,10.5,3.921666667,-40.001,58,60
60,3.717536,29214.66,11,3.925,-40.017,58,60
60,3.717536,29215.16,11.5,3.93,-40.01,58,60
60,3.717536,29215.66,12,3.935,-40.03,58,60
60,3.717536,29833.81,0.5,3.61,50.009,58,60
60,3.717536,29834.31,1,3.598333333,50.03,58,60
60,3.717536,29834.81,1.5,3.588333333,50.036,58,60
60,3.717536,29835.31,2,3.578333333,50.01,58,60
60,3.717536,29835.81,2.5,3.568333333,49.995,58,60
60,3.717536,29836.31,3,3.561666667,50.002,58,60
60,3.717536,29836.81,3.5,3.553333333,50.015,58,60
60,3.717536,29837.31,4,3.546666667,50.003,58,60
60,3.717536,29837.81,4.5,3.538333333,50.007,58,60
60,3.717536,29838.31,5,3.531666667,50.016,58,60
60,3.717536,29838.81,5.5,3.525,50.038,58,60
60,3.717536,29839.31,6,3.518333333,50.039,58,60
60,3.717536,29839.81,6.5,3.511666667,50.024,58,60
60,3.717536,29840.31,7,3.505,50.024,58,60
60,3.717536,29840.81,7.5,3.5,50.008,58,60
60,3.717536,29841.31,8,3.491666667,50.016,58,60
60,3.717536,29841.81,8.5,3.486666667,50.022,58,60
60,3.717536,29842.31,9,3.48,50.021,58,60
60,3.717536,29842.81,9.5,3.473333333,50.036,58,60
60,3.717536,29843.31,10,3.468333333,50.048,58,60
60,3.717536,29843.81,10.5,3.461666667,50.041,58,60
60,3.717536,29844.31,11,3.456666667,50.028,58,60
60,3.717536,29844.81,11.5,3.45,50.023,58,60
60,3.717536,29845.31,12,3.445,50.004,58,60
60,3.717536,30463.46,0.5,3.826666667,-49.959,58,59.9
60,3.717536,30463.96,1,3.84,-49.963,58,59.9
60,3.717536,30464.46,1.5,3.85,-49.956,58,59.9
60,3.717536,30464.96,2,3.86,-49.964,58,59.9
60,3.717536,30465.46,2.5,3.868333333,-49.961,58,60
60,3.717536,30465.96,3,3.876666667,-49.982,58,60
60,3.717536,30466.46,3.5,3.883333333,-49.984,58,60
60,3.717536,30466.96,4,3.89,-50.006,58,60
60,3.717536,30467.46,4.5,3.898333333,-50.011,58,60
60,3.717536,30467.96,5,3.905,-50.031,58,60
60,3.717536,30468.46,5.5,3.911666667,-50.034,58,59.9
60,3.717536,30468.96,6,3.918333333,-50.051,58,60
60,3.717536,30469.46,6.5,3.925,-50.05,58,60
60,3.717536,30469.96,7,3.93,-50.044,58,60
60,3.717536,30470.46,7.5,3.936666667,-50.035,58,60
60,3.717536,30470.96,8,3.943333333,-50.024,58,60
60,3.717536,30471.46,8.5,3.948333333,-50.006,58,60
60,3.717536,30471.96,9,3.955,-49.988,58,60
60,3.717536,30472.46,9.5,3.96,-49.973,58,60
60,3.717536,30472.96,10,3.966666667,-49.978,58,60
60,3.717536,30473.46,10.5,3.971666667,-49.98,58,60
60,3.717536,30473.96,11,3.978333333,-49.997,58,60
60,3.717536,30474.46,11.5,3.983333333,-50.007,58,60
60,3.717536,30474.96,12,3.99,-50.034,58,60
70,3.842423,31954.62,0.5,3.8,19.996,58,59.9
70,3.842423,31955.12,1,3.795,20.007,58,59.9
70,3.842423,31955.62,1.5,3.79,20.018,58,59.9
70,3.842423,31956.12,2,3.786666667,20.012,58,59.9
70,3.842423,31956.62,2.5,3.783333333,20.018,58,59.9
70,3.842423,31957.12,3,3.78,20.02,58,59.9
70,3.842423,31957.62,3.5,3.776666667,19.999,58,59.9
70,3.842423,31958.12,4,3.773333333,20.006,58,59.9
70,3.842423,31958.62,4.5,3.771666667,20.014,58,59.9
70,3.842423,31959.12,5,3.768333333,20.025,58,59.9
70,3.842423,31959.62,5.5,3.765,20.026,58,59.9
70,3.842423,31960.12,6,3.761666667,20.034,58,59.9
70,3.842423,31960.62,6.5,3.76,20.017,58,59.9
70,3.842423,31961.12,7,3.756666667,20.002,58,59.9
70,3.842423,31961.62,7.5,3.755,20.004,58,59.9
70,3.842423,31962.12,8,3.753333333,20.009,58,59.9
70,3.842423,31962.62,8.5,3.75,20.02,58,59.9
70,3.842423,31963.12,9,3.746666667,20.017,58,59.9
70,3.842423,31963.62,9.5,3.745,20.024,58,59.9
70,3.842423,31964.12,10,3.743333333,20.008,58,59.9
70,3.842423,31964.62,10.5,3.74,20.021,58.1,59.9
70,3.842423,31965.12,11,3.738333333,20.004,58.1,59.9
70,3.842423,31965.62,11.5,3.735,20.002,58.1,59.9
70,3.842423,31966.12,12,3.733333333,19.991,58.1,59.9
70,3.842423,32584.27,0.5,3.886666667,-19.981,58,60
70,3.842423,32584.77,1,3.891666667,-19.988,58,60
70,3.842423,32585.27,1.5,3.896666667,-19.974,58,60
70,3.842423,32585.77,2,3.9,-19.99,58,60
70,3.842423,32586.27,2.5,3.903333333,-19.982,58,60
70,3.842423,32586.77,3,3.905,-19.981,58,60
70,3.842423,32587.27,3.5,3.908333333,-19.993,58,60
70,3.842423,32587.77,4,3.911666667,-20.003,58,60
70,3.842423,32588.27,4.5,3.915,-20.02,58,60
70,3.842423,32588.77,5,3.916666667,-20.025,58,60
70,3.842423,32589.27,5.5,3.92,-20.023,58,60
70,3.842423,32589.77,6,3.923333333,-20.017,58,60
70,3.842423,32590.27,6.5,3.925,-20.017,58,60
70,3.842423,32590.77,7,3.928333333,-20.025,58,60
70,3.842423,32591.27,7.5,3.93,-20.02,58,60
70,3.842423,32591.77,8,3.933333333,-20.005,58,60
70,3.842423,32592.27,8.5,3.935,-20.006,58,60
70,3.842423,32592.77,9,3.938333333,-20,58,60
70,3.842423,32593.27,9.5,3.94,-19.989,58,60
70,3.842423,32593.77,10,3.943333333,-19.991,58,60
70,3.842423,32594.27,10.5,3.945,-19.987,58,60
70,3.842423,32594.77,11,3.946666667,-20,58,60
70,3.842423,32595.27,11.5,3.95,-20.004,58,60
70,3.842423,32595.77,12,3.951666667,-19.994,58,60
70,3.842423,33213.92,0.5,3.783333333,29.998,58.1,60
70,3.842423,33214.42,1,3.775,30.007,58.1,60
70,3.842423,33214.92,1.5,3.768333333,30.007,58.1,60
70,3.842423,33215.42,2,3.763333333,29.991,58.1,60
70,3.842423,33215.92,2.5,3.758333333,29.997,58.1,60
70,3.842423,33216.42,3,3.753333333,30.007,58.1,60
70,3.842423,33216.92,3.5,3.748333333,29.998,58.1,60
70,3.842423,33217.42,4,3.745,30.005,58.1,60
70,3.842423,33217.92,4.5,3.74,30.008,58.1,60
70,3.842423,33218.42,5,3.735,30.016,58.1,60
70,3.842423,33218.92,5.5,3.731666667,30.014,58.1,60
70,3.842423,33219.42,6,3.728333333,30.007,58.1,60
70,3.842423,33219.92,6.5,3.725,30.019,58.1,60
70,3.842423,33220.42,7,3.72,30.015,58.1,60
70,3.842423,33220.92,7.5,3.716666667,30.018,58.1,60
70,3.842423,33221.42,8,3.711666667,30.02,58.1,60
70,3.842423,33221.92,8.5,3.708333333,30.032,58.1,60
70,3.842423,33222.42,9,3.706666667,30.029,58.1,60
70,3.842423,33222.92,9.5,3.701666667,30.032,58.1,60
70,3.842423,33223.42,10,3.698333333,30.022,58.1,60
70,3.842423,33223.92,10.5,3.693333333,30.023,58.1,60
70,3.842423,33224.42,11,3.69,30.03,58.1,60
70,3.842423,33224.92,11.5,3.688333333,30.022,58.1,60
70,3.842423,33225.42,12,3.683333333,30.016,58.1,60
70,3.842423,33843.57,0.5,3.908333333,-29.971,58,60
70,3.842423,33844.07,1,3.915,-30.014,58,60
70,3.842423,33844.57,1.5,3.921666667,-30.023,58,60
70,3.842423,33845.07,2,3.926666667,-30.033,58,60
70,3.842423,33845.57,2.5,3.931666667,-30.042,58,60
70,3.842423,33846.07,3,3.936666667,-30.034,58,60
70,3.842423,33846.57,3.5,3.941666667,-30.026,58,60
70,3.842423,33847.07,4,3.946666667,-30.025,58,60
70,3.842423,33847.57,4.5,3.95,-30.023,58,60
70,3.842423,33848.07,5,3.955,-30.004,58,60
70,3.842423,33848.57,5.5,3.958333333,-30.003,58,60
70,3.842423,33849.07,6,3.961666667,-29.995,58,60
70,3.842423,33849.57,6.5,3.966666667,-29.998,58,60
70,3.842423,33850.07,7,3.97,-29.994,58,60
70,3.842423,33850.57,7.5,3.975,-29.994,58,60
70,3.842423,33851.07,8,3.978333333,-29.999,58,60
70,3.842423,33851.57,8.5,3.981666667,-30.017,58,60
70,3.842423,33852.07,9,3.985,-30.032,58,60
70,3.842423,33852.57,9.5,3.988333333,-30.03,58,60
70,3.842423,33853.07,10,3.991666667,-30.032,58,60
70,3.842423,33853.57,10.5,3.995,-30.034,58,60
70,3.842423,33854.07,11,3.998333333,-30.031,58,60
70,3.842423,33854.57,11.5,4.001666667,-30.009,58,60
70,3.842423,33855.07,12,4.005,-30.012,58,60
70,3.842423,34473.22,0.5,3.76,40.009,58,60
70,3.842423,34473.72,1,3.75,40.026,58,60
70,3.842423,34474.22,1.5,3.741666667,40.043,58,60
70,3.842423,34474.72,2,3.735,40.035,58,60
70,3.842423,34475.22,2.5,3.728333333,40.028,58,60
70,3.842423,34475.72,3,3.721666667,40.017,58,60
70,3.842423,34476.22,3.5,3.715,40.007,58,60
70,3.842423,34476.72,4,3.708333333,40.014,58,60
70,3.842423,34477.22,4.5,3.701666667,40.017,58,60
70,3.842423,34477.72,5,3.698333333,40.009,58,60
70,3.842423,34478.22,5.5,3.691666667,40.01,58,60
70,3.842423,34478.72,6,3.688333333,40.014,58,60
70,3.842423,34479.22,6.5,3.681666667,39.997,58,60
70,3.842423,34479.72,7,3.676666667,40.002,58,60
70,3.842423,34480.22,7.5,3.671666667,39.99,58,59.9
70,3.842423,34480.72,8,3.666666667,39.988,58,59.9
70,3.842423,34481.22,8.5,3.661666667,39.978,58,59.9
70,3.842423,34481.72,9,3.658333333,39.977,58,59.9
70,3.842423,34482.22,9.5,3.651666667,39.99,58,60
70,3.842423,34482.72,10,3.646666667,39.981,58,60
70,3.842423,34483.22,10.5,3.643333333,40.005,58.1,60
70,3.842423,34483.72,11,3.638333333,40.007,58.1,60
70,3.842423,34484.22,11.5,3.633333333,40.024,58,60
70,3.842423,34484.72,12,3.628333333,40.021,58,60
70,3.842423,35102.87,0.5,3.93,-39.979,58.1,59.9
70,3.842423,35103.37,1,3.94,-39.999,58.1,59.9
70,3.842423,35103.87,1.5,3.948333333,-40.017,58.1,60
70,3.842423,35104.37,2,3.955,-40.003,58.1,60
70,3.842423,35104.87,2.5,3.961666667,-39.961,58.1,60
70,3.842423,35105.37,3,3.97,-39.959,58.1,60
70,3.842423,35105.87,3.5,3.976666667,-40.013,58.1,60
70,3.842423,35106.37,4,3.981666667,-40.033,58.1,60
70,3.842423,35106.87,4.5,3.986666667,-40.04,58.1,60
70,3.842423,35107.37,5,3.991666667,-40.01,58.1,60
70,3.842423,35107.87,5.5,3.998333333,-39.981,58.1,60
70,3.842423,35108.37,6,4.003333333,-39.993,58.1,60
70,3.842423,35108.87,6.5,4.008333333,-40.034,58.1,60
70,3.842423,35109.37,7,4.013333333,-40.039,58.1,60
70,3.842423,35109.87,7.5,4.018333333,-40.02,58.1,60
70,3.842423,35110.37,8,4.023333333,-39.975,58.1,60
70,3.842423,35110.87,8.5,4.026666667,-39.977,58.1,60
70,3.842423,35111.37,9,4.033333333,-40.006,58.1,60
70,3.842423,35111.87,9.5,4.038333333,-40.021,58.1,60
70,3.842423,35112.37,10,4.041666667,-40.022,58.1,60
70,3.842423,35112.87,10.5,4.046666667,-39.993,58.1,60
70,3.842423,35113.37,11,4.051666667,-39.963,58.1,60
70,3.842423,35113.87,11.5,4.055,-39.947,58.1,60
70,3.842423,35114.37,12,4.06,-39.976,58.1,60
70,3.842423,35732.52,0.5,3.738333333,50.009,58,59.9
70,3.842423,35733.02,1,3.726666667,50.005,58,59.9
70,3.842423,35733.52,1.5,3.715,50.005,58,59.9
70,3.842423,35734.02,2,3.705,50.015,58,59.9
70,3.842423,35734.52,2.5,3.696666667,50.027,58,59.9
70,3.842423,35735.02,3,3.688333333,50.022,58,59.9
70,3.842423,35735.52,3.5,3.681666667,50.012,58,59.9
70,3.842423,35736.02,4,3.673333333,50.014,58,59.9
70,3.842423,35736.52,4.5,3.666666667,50.001,58,59.9
70,3.842423,35737.02,5,3.658333333,50.016,58,60
70,3.842423,35737.52,5.5,3.651666667,50.03,58,60
70,3.842423,35738.02,6,3.646666667,50.015,58,60
70,3.842423,35738.52,6.5,3.64,50.003,58,60
70,3.842423,35739.02,7,3.633333333,50.007,58,60
70,3.842423,35739.52,7.5,3.628333333,50.003,58,60
70,3.842423,35740.02,8,3.621666667,50.001,58,60
70,3.842423,35740.52,8.5,3.615,49.994,58,60
70,3.842423,35741.02,9,3.608333333,50.024,58,60
70,3.842423,35741.52,9.5,3.603333333,50.035,58,60
70,3.842423,35742.02,10,3.596666667,50.016,58,60
70,3.842423,35742.52,10.5,3.591666667,50.013,58,60
70,3.842423,35743.02,11,3.585,50.005,58,60
70,3.842423,35743.52,11.5,3.578333333,50.022,58,60
70,3.842423,35744.02,12,3.573333333,50.007,58,60
70,3.842423,36362.17,0.5,3.953333333,-50.03,58.1,60
70,3.842423,36362.67,1,3.965,-50.005,58.1,60
70,3.842423,36363.17,1.5,3.975,-49.981,58.1,60
70,3.842423,36363.67,2,3.985,-49.964,58.1,60
70,3.842423,36364.17,2.5,3.993333333,-49.977,58.1,60
70,3.842423,36364.67,3,4.001666667,-49.987,58.1,60
70,3.842423,36365.17,3.5,4.01,-50.011,58.1,60
70,3.842423,36365.67,4,4.016666667,-50.035,58.1,60
70,3.842423,36366.17,4.5,4.023333333,-50.052,58.1,60
70,3.842423,36366.67,5,4.03,-50.054,58.1,60
70,3.842423,36367.17,5.5,4.038333333,-50.055,58.1,60
70,3.842423,36367.67,6,4.043333333,-50.037,58.1,60
70,3.842423,36368.17,6.5,4.05,-50.024,58.1,60
70,3.842423,36368.67,7,4.056666667,-50,58.1,60
70,3.842423,36369.17,7.5,4.063333333,-49.997,58.1,60
70,3.842423,36369.67,8,4.068333333,-49.978,58.1,60
70,3.842423,36370.17,8.5,4.075,-49.98,58.1,60
70,3.842423,36370.67,9,4.08,-49.989,58.1,60
70,3.842423,36371.17,9.5,4.086666667,-50.003,58.1,60
70,3.842423,36371.67,10,4.091666667,-50.026,58.1,60
70,3.842423,36372.17,10.5,4.098333333,-50.044,58.1,60
70,3.842423,36372.67,11,4.103333333,-50.061,58.1,60
70,3.842423,36373.17,11.5,4.108333333,-50.048,58.1,60
70,3.842423,36373.67,12,4.115,-50.035,58.1,60
80,3.964231,37851.1,0.5,3.925,20.016,58,60
80,3.964231,37851.6,1,3.92,20.007,58,60
80,3.964231,37852.1,1.5,3.916666667,20.014,58,60
80,3.964231,37852.6,2,3.913333333,20.014,58,60
80,3.964231,37853.1,2.5,3.908333333,20.006,58,60
80,3.964231,37853.6,3,3.905,20.015,58,60
80,3.964231,37854.1,3.5,3.901666667,20.007,58,60
80,3.964231,37854.6,4,3.9,20.014,58,60
80,3.964231,37855.1,4.5,3.896666667,20.009,58,60
80,3.964231,37855.6,5,3.893333333,20.018,58,60
80,3.964231,37856.1,5.5,3.891666667,20.015,58,60
80,3.964231,37856.6,6,3.888333333,20.015,58,60
80,3.964231,37857.1,6.5,3.885,20.016,58,60
80,3.964231,37857.6,7,3.883333333,20.022,58,60
80,3.964231,37858.1,7.5,3.881666667,20.025,58,60
80,3.964231,37858.6,8,3.878333333,20.024,58.1,60
80,3.964231,37859.1,8.5,3.875,20.025,58.1,60
80,3.964231,37859.6,9,3.873333333,20.018,58,60
80,3.964231,37860.1,9.5,3.871666667,20.023,58,60
80,3.964231,37860.6,10,3.868333333,20.009,58.1,60
80,3.964231,37861.1,10.5,3.866666667,20.007,58.1,60
80,3.964231,37861.6,11,3.863333333,20.016,58.1,60
80,3.964231,37862.1,11.5,3.861666667,20.013,58.1,60
80,3.964231,37862.6,12,3.86,20.023,58.1,60
80,3.964231,38480.77,0.5,4.011666667,-19.975,58.1,59.9
80,3.964231,38481.27,1,4.015,-19.989,58.1,59.9
80,3.964231,38481.77,1.5,4.02,-19.984,58.1,59.9
80,3.964231,38482.27,2,4.023333333,-19.985,58.1,59.9
80,3.964231,38482.77,2.5,4.026666667,-19.988,58.1,59.9
80,3.964231,38483.27,3,4.031666667,-19.986,58.1,59.9
80,3.964231,38483.77,3.5,4.033333333,-19.983,58.1,59.9
80,3.964231,38484.27,4,4.036666667,-19.984,58.1,59.9
80,3.964231,38484.77,4.5,4.04,-19.989,58.1,59.9
80,3.964231,38485.27,5,4.043333333,-19.993,58.1,59.9
80,3.964231,38485.77,5.5,4.045,-20.004,58.1,59.9
80,3.964231,38486.27,6,4.046666667,-19.994,58.1,59.9
80,3.964231,38486.77,6.5,4.05,-19.985,58.1,59.9
80,3.964231,38487.27,7,4.053333333,-19.99,58.1,59.9
80,3.964231,38487.77,7.5,4.055,-20.004,58.1,59.9
80,3.964231,38488.27,8,4.056666667,-20.013,58.1,59.9
80,3.964231,38488.77,8.5,4.06,-20.004,58.1,59.9
80,3.964231,38489.27,9,4.063333333,-20.004,58.1,59.9
80,3.964231,38489.77,9.5,4.065,-20.003,58.1,59.9
80,3.964231,38490.27,10,4.066666667,-20.004,58.1,59.9
80,3.964231,38490.77,10.5,4.068333333,-19.987,58.1,59.9
80,3.964231,38491.27,11,4.071666667,-19.983,58.1,59.9
80,3.964231,38491.77,11.5,4.073333333,-19.975,58.1,59.9
80,3.964231,38492.27,12,4.075,-19.982,58.1,59.9
80,3.964231,39110.42,0.5,3.908333333,30.017,58,60
80,3.964231,39110.92,1,3.901666667,30.014,58,60
80,3.964231,39111.42,1.5,3.895,30.015,58,60
80,3.964231,39111.92,2,3.888333333,30.006,58,60
80,3.964231,39112.42,2.5,3.883333333,30.016,58,60
80,3.964231,39112.92,3,3.878333333,30.003,58,60
80,3.964231,39113.42,3.5,3.873333333,30.008,58,60
80,3.964231,39113.92,4,3.87,30.001,58,60
80,3.964231,39114.42,4.5,3.865,30.004,58,60
80,3.964231,39114.92,5,3.861666667,30,58,60
80,3.964231,39115.42,5.5,3.856666667,29.998,58,60
80,3.964231,39115.92,6,3.853333333,29.992,58,60
80,3.964231,39116.42,6.5,3.85,29.998,58,60
80,3.964231,39116.92,7,3.846666667,30.009,58,60
80,3.964231,39117.42,7.5,3.843333333,30.005,58,60
80,3.964231,39117.92,8,3.838333333,30.006,58,60
80,3.964231,39118.42,8.5,3.835,30.001,58,60
80,3.964231,39118.92,9,3.831666667,30.005,58,60
80,3.964231,39119.42,9.5,3.828333333,30,58,60
80,3.964231,39119.92,10,3.825,30.001,58,60
80,3.964231,39120.42,10.5,3.82,30.019,58,60
80,3.964231,39120.92,11,3.816666667,30.01,58,60
80,3.964231,39121.42,11.5,3.813333333,30.014,58,60
80,3.964231,39121.92,12,3.81,30.029,58,60
80,3.964231,39740.07,0.5,4.033333333,-30.015,58,60
80,3.964231,39740.57,1,4.04,-30.017,58,60
80,3.964231,39741.07,1.5,4.048333333,-30.012,58,60
80,3.964231,39741.57,2,4.051666667,-30.01,58,60
80,3.964231,39742.07,2.5,4.056666667,-30.001,58,60
80,3.964231,39742.57,3,4.063333333,-30.001,58,60
80,3.964231,39743.07,3.5,4.066666667,-29.989,58,60
80,3.964231,39743.57,4,4.071666667,-29.981,58,60
80,3.964231,39744.07,4.5,4.076666667,-29.973,58,60
80,3.964231,39744.57,5,4.08,-29.981,58,60
80,3.964231,39745.07,5.5,4.083333333,-29.986,58,60
80,3.964231,39745.57,6,4.086666667,-29.998,58,60
80,3.964231,39746.07,6.5,4.091666667,-30.005,58,60
80,3.964231,39746.57,7,4.095,-30.012,58,60
80,3.964231,39747.07,7.5,4.098333333,-30.021,58,60
80,3.964231,39747.57,8,4.101666667,-30.025,58,60
80,3.964231,39748.07,8.5,4.106666667,-30.003,58,59.9
80,3.964231,39748.57,9,4.11,-29.977,58,59.9
80,3.964231,39749.07,9.5,4.113333333,-29.965,58,59.9
80,3.964231,39749.57,10,4.116666667,-29.974,58,59.9
80,3.964231,39750.07,10.5,4.12,-29.985,58,59.9
80,3.964231,39750.57,11,4.123333333,-30.002,58,59.9
80,3.964231,39751.07,11.5,4.126666667,-29.998,58,60
80,3.964231,39751.57,12,4.13,-30.005,58,60
80,3.964231,40369.72,0.5,3.886666667,39.99,58.1,60
80,3.964231,40370.22,1,3.876666667,39.992,58.1,60
80,3.964231,40370.72,1.5,3.868333333,40.021,58.1,60
80,3.964231,40371.22,2,3.86,40.025,58.1,60
80,3.964231,40371.72,2.5,3.853333333,40.017,58.1,60
80,3.964231,40372.22,3,3.846666667,40.014,58.1,60
80,3.964231,40372.72,3.5,3.841666667,40.024,58.1,60
80,3.964231,40373.22,4,3.835,40.007,58.1,60
80,3.964231,40373.72,4.5,3.828333333,40.003,58.1,60
80,3.964231,40374.22,5,3.823333333,40.019,58.1,60
80,3.964231,40374.72,5.5,3.818333333,40.036,58.1,60
80,3.964231,40375.22,6,3.813333333,40.049,58.1,60
80,3.964231,40375.72,6.5,3.808333333,40.043,58.1,60
80,3.964231,40376.22,7,3.801666667,40.026,58.1,60
80,3.964231,40376.72,7.5,3.798333333,40.017,58.1,60
80,3.964231,40377.22,8,3.793333333,40.013,58.1,60
80,3.964231,40377.72,8.5,3.788333333,40.001,58.1,60
80,3.964231,40378.22,9,3.783333333,40.006,58.1,60
80,3.964231,40378.72,9.5,3.778333333,40.02,58.1,60
80,3.964231,40379.22,10,3.773333333,40.039,58.1,60
80,3.964231,40379.72,10.5,3.768333333,40.029,58.1,60
80,3.964231,40380.22,11,3.765,40.012,58.1,60
80,3.964231,40380.72,11.5,3.76,40.007,58.1,60
80,3.964231,40381.22,12,3.755,40.008,58.1,60
80,3.964231,40999.37,0.5,4.055,-39.964,58.1,59.9
80,3.964231,40999.87,1,4.065,-39.964,58,59.9
80,3.964231,41000.37,1.5,4.073333333,-39.965,58,59.9
80,3.964231,41000.87,2,4.08,-39.966,58.1,59.9
80,3.964231,41001.37,2.5,4.088333333,-39.966,58.1,59.9
80,3.964231,41001.87,3,4.093333333,-39.972,58,59.9
80,3.964231,41002.37,3.5,4.1,-39.973,58,59.9
80,3.964231,41002.87,4,4.106666667,-39.972,58.1,59.9
80,3.964231,41003.37,4.5,4.113333333,-39.969,58.1,59.9
80,3.964231,41003.87,5,4.116666667,-39.978,58.1,59.9
80,3.964231,41004.37,5.5,4.121666667,-39.977,58.1,59.9
80,3.964231,41004.87,6,4.128333333,-39.978,58.1,59.9
80,3.964231,41005.37,6.5,4.133333333,-39.965,58.1,59.9
80,3.964231,41005.87,7,4.138333333,-39.974,58.1,59.9
80,3.964231,41006.37,7.5,4.143333333,-39.976,58.1,59.9
80,3.964231,41006.87,8,4.148333333,-39.976,58.1,59.9
80,3.964231,41007.37,8.5,4.153333333,-39.969,58.1,59.9
80,3.964231,41007.87,9,4.158333333,-39.978,58.1,59.9
80,3.964231,41008.37,9.5,4.161666667,-39.996,58,59.9
80,3.964231,41008.87,10,4.166666667,-39.996,58,59.9
80,3.964231,41009.37,10.5,4.171666667,-40.014,58,59.9
80,3.964231,41009.87,11,4.176666667,-40.01,58.1,59.9
80,3.964231,41010.37,11.5,4.18,-40.018,58.1,59.9
80,3.964231,41010.87,12,4.185,-40.016,58.1,59.9
80,3.964231,41629.02,0.5,3.865,49.987,58.1,59.9
80,3.964231,41629.52,1,3.851666667,49.988,58.1,59.9
80,3.964231,41630.02,1.5,3.841666667,49.988,58.1,60
80,3.964231,41630.52,2,3.831666667,49.983,58.1,60
80,3.964231,41631.02,2.5,3.823333333,49.991,58.1,59.9
80,3.964231,41631.52,3,3.816666667,49.981,58.1,59.9
80,3.964231,41632.02,3.5,3.808333333,49.993,58.1,60
80,3.964231,41632.52,4,3.8,49.989,58.1,60
80,3.964231,41633.02,4.5,3.793333333,49.997,58.1,60
80,3.964231,41633.52,5,3.786666667,49.986,58.1,60
80,3.964231,41634.02,5.5,3.78,49.991,58,60
80,3.964231,41634.52,6,3.773333333,49.995,58,60
80,3.964231,41635.02,6.5,3.766666667,49.998,58,60
80,3.964231,41635.52,7,3.76,50.001,58,60
80,3.964231,41636.02,7.5,3.753333333,50.012,58,60
80,3.964231,41636.52,8,3.748333333,50.01,58,60
80,3.964231,41637.02,8.5,3.741666667,50.015,58,60
80,3.964231,41637.52,9,3.736666667,50.008,58,60
80,3.964231,41638.02,9.5,3.73,50.008,58,60
80,3.964231,41638.52,10,3.723333333,50.011,58,60
80,3.964231,41639.02,10.5,3.718333333,50.012,58,60
80,3.964231,41639.52,11,3.711666667,50.014,58,60
80,3.964231,41640.02,11.5,3.706666667,50.012,58,60
80,3.964231,41640.52,12,3.7,50.026,58,60
80,3.964231,42258.67,0.5,4.078333333,-50.009,57.5,60
80,3.964231,42259.17,1,4.09,-50.013,57.5,60
80,3.964231,42259.67,1.5,4.1,-50.03,58,60
80,3.964231,42260.17,2,4.11,-50.026,58,60
80,3.964231,42260.67,2.5,4.118333333,-50.001,58.1,60
80,3.964231,42261.17,3,4.126666667,-49.973,58.1,60
80,3.964231,42261.67,3.5,4.135,-49.996,58.1,60
80,3.964231,42262.17,4,4.141666667,-50.033,58,60
80,3.964231,42262.67,4.5,4.148333333,-50.052,58,60
80,3.964231,42263.17,5,4.155,-50.055,58,60
80,3.964231,42263.67,5.5,4.161666667,-50.021,58,60
80,3.964231,42264.17,6,4.168333333,-49.973,58,60
80,3.964231,42264.67,6.5,4.175,-49.987,58,60
80,3.964231,42265.17,7,4.18,-50.016,58,60
80,3.964231,42265.67,7.5,4.188333333,-50.04,58,60
80,3.964231,42266.17,8,4.193333333,-50.028,58,60
80,3.964231,42266.67,8.5,4.198333333,-50.012,58,60
80,3.964231,42266.77,8.6,4.2,-50.014,58,60
