soc,ocv[v],Total Time,Step Time,Voltage [V],Current [A],Battery Temperature [ÅãC],Chamber Temperature [ÅãC]
40,3.447072,15492.78,10.5,3.288333333,29.999,57.6,60
40,3.447072,15493.28,11,3.285,29.998,57.6,60
40,3.447072,15493.78,11.5,3.281666667,29.998,57.6,60
40,3.447072,15494.28,12,3.276666667,29.99,57.6,60
40,3.447072,16112.43,0.5,3.513333333,-29.97,57.7,59.9
40,3.447072,16112.93,1,3.52,-29.958,57.7,59.9
40,3.447072,16113.43,1.5,3.526666667,-29.956,57.7,59.9
40,3.447072,16113.93,2,3.531666667,-29.957,57.7,59.9
40,3.447072,16114.43,2.5,3.536666667,-29.956,57.7,59.9
40,3.447072,16114.93,3,3.541666667,-29.961,57.7,59.9
40,3.447072,16115.43,3.5,3.546666667,-29.951,57.7,59.9
40,3.447072,16115.93,4,3.551666667,-29.961,57.7,59.9
40,3.447072,16116.43,4.5,3.556666667,-29.953,57.7,59.9
40,3.447072,16116.93,5,3.56,-29.959,57.7,59.9
40,3.447072,16117.43,5.5,3.565,-29.952,57.7,59.9
40,3.447072,16117.93,6,3.57,-29.963,57.7,59.9
40,3.447072,16118.43,6.5,3.571666667,-29.959,57.7,59.9
40,3.447072,16118.93,7,3.576666667,-29.955,57.7,59.9
40,3.447072,16119.43,7.5,3.58,-29.963,57.7,59.9
40,3.447072,16119.93,8,3.583333333,-29.95,57.7,59.9
40,3.447072,16120.43,8.5,3.588333333,-29.965,57.7,59.9
40,3.447072,16120.93,9,3.591666667,-29.95,57.7,59.9
40,3.447072,16121.43,9.5,3.595,-29.959,57.7,59.9
40,3.447072,16121.93,10,3.598333333,-29.954,57.7,59.9
40,3.447072,16122.43,10.5,3.601666667,-29.969,57.7,59.9
40,3.447072,16122.93,11,3.605,-29.957,57.7,59.9
40,3.447072,16123.43,11.5,3.608333333,-29.951,57.7,59.9
40,3.447072,16123.93,12,3.613333333,-29.962,57.7,59.9
40,3.447072,16742.08,0.5,3.37,35.009,57.8,60
40,3.447072,16742.58,1,3.361666667,35.015,57.8,60
40,3.447072,16743.08,1.5,3.355,35.01,57.7,60
40,3.447072,16743.58,2,3.348333333,35.014,57.7,60
40,3.447072,16744.08,2.5,3.341666667,35.018,57.7,60
40,3.447072,16744.58,3,3.335,35.014,57.7,60
40,3.447072,16745.08,3.5,3.33,35.012,57.7,60
40,3.447072,16745.58,4,3.323333333,35.011,57.7,60
40,3.447072,16746.08,4.5,3.318333333,35.013,57.7,60
40,3.447072,16746.58,5,3.313333333,35.017,57.7,60
40,3.447072,16747.08,5.5,3.308333333,35.01,57.7,60
40,3.447072,16747.58,6,3.303333333,35.013,57.7,60
40,3.447072,16748.08,6.5,3.298333333,35.007,57.7,60
40,3.447072,16748.58,7,3.293333333,35.01,57.7,60
40,3.447072,16749.08,7.5,3.29,35.006,57.7,60
40,3.447072,16749.58,8,3.285,35.019,57.7,60
40,3.447072,16750.08,8.5,3.28,35.017,57.7,60
40,3.447072,16750.58,9,3.275,35.021,57.7,60
40,3.447072,16751.08,9.5,3.27,35.029,57.7,60
40,3.447072,16751.58,10,3.265,35.023,57.7,60
40,3.447072,16752.08,10.5,3.26,35.035,57.7,60
40,3.447072,16752.58,11,3.256666667,35.034,57.7,60
40,3.447072,16753.08,11.5,3.251666667,35.022,57.7,60
40,3.447072,16753.58,12,3.246666667,35.017,57.7,60
40,3.447072,17371.73,0.5,3.535,-40.023,57.7,60
40,3.447072,17372.23,1,3.545,-40.023,57.7,60
40,3.447072,17372.73,1.5,3.553333333,-40.023,57.7,60
40,3.447072,17373.23,2,3.561666667,-40.021,57.7,60
40,3.447072,17373.73,2.5,3.568333333,-40.009,57.7,60
40,3.447072,17374.23,3,3.575,-39.993,57.7,60
40,3.447072,17374.73,3.5,3.581666667,-39.981,57.7,60
40,3.447072,17375.23,4,3.586666667,-39.96,57.7,60
40,3.447072,17375.73,4.5,3.593333333,-39.947,57.7,60
40,3.447072,17376.23,5,3.598333333,-39.944,57.7,60
40,3.447072,17376.73,5.5,3.603333333,-39.948,57.7,60
40,3.447072,17377.23,6,3.61,-39.971,57.7,60
40,3.447072,17377.73,6.5,3.615,-39.988,57.7,60
40,3.447072,17378.23,7,3.62,-40.014,57.7,60
40,3.447072,17378.73,7.5,3.625,-40.024,57.7,60
40,3.447072,17379.23,8,3.63,-40.032,57.7,60
40,3.447072,17379.73,8.5,3.635,-40.043,57.7,60
40,3.447072,17380.23,9,3.64,-40.05,57.7,60
40,3.447072,17380.73,9.5,3.645,-40.044,57.7,60
40,3.447072,17381.23,10,3.65,-40.026,57.7,60
40,3.447072,17381.73,10.5,3.655,-40.005,57.7,60
40,3.447072,17382.23,11,3.66,-39.983,57.7,60
40,3.447072,17382.73,11.5,3.663333333,-39.964,57.7,60
40,3.447072,17383.23,12,3.668333333,-39.964,57.7,59.9
40,3.447072,18001.37,0.5,3.336666667,50.027,57.7,59.9
40,3.447072,18001.87,1,3.323333333,50.017,57.7,59.9
40,3.447072,18002.37,1.5,3.313333333,50.012,57.7,59.9
40,3.447072,18002.87,2,3.303333333,50.01,57.7,59.9
40,3.447072,18003.37,2.5,3.293333333,50.015,57.7,59.9
40,3.447072,18003.87,3,3.285,50.022,57.7,59.9
40,3.447072,18004.37,3.5,3.276666667,50.028,57.7,59.9
40,3.447072,18004.87,4,3.268333333,50.028,57.7,59.9
40,3.447072,18005.37,4.5,3.261666667,50.005,57.7,59.9
40,3.447072,18005.87,5,3.253333333,50.002,57.7,59.9
40,3.447072,18006.37,5.5,3.246666667,50.008,57.7,59.9
40,3.447072,18006.87,6,3.238333333,50.005,57.7,59.9
40,3.447072,18007.37,6.5,3.231666667,50.002,57.7,59.9
40,3.447072,18007.87,7,3.225,50.02,57.7,59.9
40,3.447072,18008.37,7.5,3.218333333,50.029,57.7,59.9
40,3.447072,18008.87,8,3.211666667,50.017,57.7,59.9
40,3.447072,18009.37,8.5,3.205,50.015,57.7,59.9
40,3.447072,18009.87,9,3.198333333,50.005,57.7,59.9
40,3.447072,18010.37,9.5,3.19,50.018,57.7,59.9
40,3.447072,18010.87,10,3.185,50.014,57.7,59.9
40,3.447072,18011.37,10.5,3.176666667,50.017,57.7,59.9
40,3.447072,18011.87,11,3.17,50.024,57.7,59.9
40,3.447072,18012.37,11.5,3.163333333,50.033,57.7,59.9
40,3.447072,18012.87,12,3.156666667,50.044,57.7,59.9
40,3.447072,18631.02,0.5,3.558333333,-50.02,57.7,60
40,3.447072,18631.52,1,3.57,-50.026,57.7,60
40,3.447072,18632.02,1.5,3.581666667,-50.025,57.7,60
40,3.447072,18632.52,2,3.591666667,-50.02,57.7,60
40,3.447072,18633.02,2.5,3.6,-50.017,57.7,60
40,3.447072,18633.52,3,3.608333333,-49.998,57.7,60
40,3.447072,18634.02,3.5,3.616666667,-49.992,57.7,60
40,3.447072,18634.52,4,3.623333333,-49.958,57.7,60
40,3.447072,18635.02,4.5,3.63,-49.955,57.7,60
40,3.447072,18635.52,5,3.636666667,-49.945,57.7,60
40,3.447072,18636.02,5.5,3.643333333,-49.961,57.7,60
40,3.447072,18636.52,6,3.651666667,-49.977,57.7,60
40,3.447072,18637.02,6.5,3.658333333,-50.005,57.7,60
40,3.447072,18637.52,7,3.663333333,-50.024,57.7,60
40,3.447072,18638.02,7.5,3.67,-50.033,57.7,60
40,3.447072,18638.52,8,3.676666667,-50.036,57.7,60
40,3.447072,18639.02,8.5,3.681666667,-50.041,57.7,60
40,3.447072,18639.52,9,3.688333333,-50.029,57.7,60
40,3.447072,18640.02,9.5,3.693333333,-50.015,57.7,60
40,3.447072,18640.52,10,3.7,-49.996,57.7,59.9
40,3.447072,18641.02,10.5,3.706666667,-49.979,57.7,59.9
40,3.447072,18641.52,11,3.711666667,-49.975,57.7,59.9
40,3.447072,18642.02,11.5,3.718333333,-49.98,57.7,59.9
40,3.447072,18642.52,12,3.723333333,-50.006,57.7,59.9
50,3.586707,20144.62,0.5,3.54,20.013,57.8,60
50,3.586707,20145.12,1,3.535,20.014,57.8,60
50,3.586707,20145.62,1.5,3.53,20.013,57.8,60
50,3.586707,20146.12,2,3.526666667,20.018,57.8,60
50,3.586707,20146.62,2.5,3.523333333,20.017,57.8,60
50,3.586707,20147.12,3,3.52,20.015,57.8,60
50,3.586707,20147.62,3.5,3.516666667,20.018,57.8,60
50,3.586707,20148.12,4,3.513333333,20.016,57.8,60
50,3.586707,20148.62,4.5,3.511666667,20.016,57.8,60
50,3.586707,20149.12,5,3.508333333,20.014,57.8,60
50,3.586707,20149.62,5.5,3.505,20.01,57.8,60
50,3.586707,20150.12,6,3.503333333,20.015,57.8,60
50,3.586707,20150.62,6.5,3.501666667,20.018,57.8,60
50,3.586707,20151.12,7,3.496666667,20.021,57.8,59.9
50,3.586707,20151.62,7.5,3.495,20.018,57.8,59.9
50,3.586707,20152.12,8,3.491666667,20.021,57.8,59.9
50,3.586707,20152.62,8.5,3.49,20.022,57.8,59.9
50,3.586707,20153.12,9,3.488333333,20.022,57.8,59.9
50,3.586707,20153.62,9.5,3.485,20.024,57.8,59.9
50,3.586707,20154.12,10,3.483333333,20.025,57.8,59.9
50,3.586707,20154.62,10.5,3.48,20.027,57.8,59.9
50,3.586707,20155.12,11,3.478333333,20.024,57.8,59.9
50,3.586707,20155.62,11.5,3.475,20.022,57.8,59.9
50,3.586707,20156.12,12,3.473333333,20.02,57.8,59.9
50,3.586707,20774.3,0.5,3.628333333,-20.006,57.8,60
50,3.586707,20774.8,1,3.633333333,-20,57.8,60
50,3.586707,20775.3,1.5,3.638333333,-19.984,57.8,60
50,3.586707,20775.8,2,3.641666667,-19.974,57.8,60
50,3.586707,20776.3,2.5,3.645,-19.976,57.8,60
50,3.586707,20776.8,3,3.65,-19.975,57.8,60
50,3.586707,20777.3,3.5,3.651666667,-19.988,57.8,60
50,3.586707,20777.8,4,3.653333333,-19.986,57.7,60
50,3.586707,20778.3,4.5,3.658333333,-19.983,57.7,60
50,3.586707,20778.8,5,3.66,-19.985,57.8,60
50,3.586707,20779.3,5.5,3.663333333,-19.993,57.8,60
50,3.586707,20779.8,6,3.666666667,-19.987,57.8,60
50,3.586707,20780.3,6.5,3.668333333,-19.989,57.7,60
50,3.586707,20780.8,7,3.67,-19.999,57.7,60
50,3.586707,20781.3,7.5,3.673333333,-20.002,57.8,60
50,3.586707,20781.8,8,3.675,-20.005,57.8,60
50,3.586707,20782.3,8.5,3.678333333,-20.001,57.8,60
50,3.586707,20782.8,9,3.68,-19.996,57.8,60
50,3.586707,20783.3,9.5,3.683333333,-19.995,57.7,60
50,3.586707,20783.8,10,3.685,-19.989,57.7,60
50,3.586707,20784.3,10.5,3.688333333,-19.988,57.7,60
50,3.586707,20784.8,11,3.69,-19.987,57.7,60
50,3.586707,20785.3,11.5,3.693333333,-19.979,57.7,60
50,3.586707,20785.8,12,3.695,-19.975,57.7,60
50,3.586707,21403.95,0.5,3.525,30.012,57.8,59.9
50,3.586707,21404.45,1,3.516666667,30.022,57.8,59.9
50,3.586707,21404.95,1.5,3.51,30.023,57.8,59.9
50,3.586707,21405.45,2,3.505,30.007,57.8,59.9
50,3.586707,21405.95,2.5,3.5,29.998,57.8,59.9
50,3.586707,21406.45,3,3.495,29.998,57.8,59.9
50,3.586707,21406.95,3.5,3.49,30.004,57.8,59.9
50,3.586707,21407.45,4,3.485,30.023,57.8,59.9
50,3.586707,21407.95,4.5,3.481666667,30.014,57.8,59.9
50,3.586707,21408.45,5,3.476666667,30.019,57.8,59.9
50,3.586707,21408.95,5.5,3.471666667,30.016,57.8,59.9
50,3.586707,21409.45,6,3.468333333,30.019,57.8,59.9
50,3.586707,21409.95,6.5,3.463333333,30.032,57.8,59.9
50,3.586707,21410.45,7,3.46,30.01,57.8,59.9
50,3.586707,21410.95,7.5,3.456666667,29.995,57.8,59.9
50,3.586707,21411.45,8,3.453333333,30.002,57.8,59.9
50,3.586707,21411.95,8.5,3.448333333,30.01,57.8,59.9
50,3.586707,21412.45,9,3.445,30.008,57.8,59.9
50,3.586707,21412.95,9.5,3.441666667,30.012,57.8,59.9
50,3.586707,21413.45,10,3.438333333,30.008,57.8,59.9
50,3.586707,21413.95,10.5,3.435,30.029,57.8,59.9
50,3.586707,21414.45,11,3.431666667,30.017,57.8,59.9
50,3.586707,21414.95,11.5,3.426666667,29.994,57.8,59.9
50,3.586707,21415.45,12,3.423333333,29.984,57.8,59.9
50,3.586707,22033.6,0.5,3.651666667,-30.011,57.8,60
50,3.586707,22034.1,1,3.658333333,-29.979,57.8,60
50,3.586707,22034.6,1.5,3.665,-29.981,57.8,60
50,3.586707,22035.1,2,3.67,-29.998,57.8,60
50,3.586707,22035.6,2.5,3.676666667,-30.015,57.8,60
50,3.586707,22036.1,3,3.681666667,-30.012,57.8,60
50,3.586707,22036.6,3.5,3.685,-30.013,57.8,60
50,3.586707,22037.1,4,3.69,-29.997,57.8,60
50,3.586707,22037.6,4.5,3.693333333,-29.98,57.8,60
50,3.586707,22038.1,5,3.698333333,-29.955,57.8,60
50,3.586707,22038.6,5.5,3.701666667,-29.967,57.8,60
50,3.586707,22039.1,6,3.706666667,-29.98,57.8,60
50,3.586707,22039.6,6.5,3.71,-29.991,57.8,60
50,3.586707,22040.1,7,3.715,-30.022,57.8,60
50,3.586707,22040.6,7.5,3.718333333,-30.018,57.8,60
50,3.586707,22041.1,8,3.72,-30.012,57.8,60
50,3.586707,22041.6,8.5,3.725,-29.99,57.8,60
50,3.586707,22042.1,9,3.728333333,-29.969,57.8,60
50,3.586707,22042.6,9.5,3.733333333,-29.971,57.8,60
50,3.586707,22043.1,10,3.735,-29.997,57.8,59.9
50,3.586707,22043.6,10.5,3.738333333,-30.015,57.8,59.9
50,3.586707,22044.1,11,3.743333333,-30.039,57.8,59.9
50,3.586707,22044.6,11.5,3.746666667,-30.034,57.8,59.9
50,3.586707,22045.1,12,3.75,-30.021,57.8,59.9
50,3.586707,22663.25,0.5,3.5,40.03,57.8,60
50,3.586707,22663.75,1,3.49,40.022,57.8,60
50,3.586707,22664.25,1.5,3.481666667,40.012,57.8,60
50,3.586707,22664.75,2,3.475,40.003,57.8,60
50,3.586707,22665.25,2.5,3.468333333,40.004,57.8,60
50,3.586707,22665.75,3,3.46,40.012,57.8,60
50,3.586707,22666.25,3.5,3.455,40.009,57.8,60
50,3.586707,22666.75,4,3.448333333,40.019,57.8,60
50,3.586707,22667.25,4.5,3.441666667,40.036,57.8,60
50,3.586707,22667.75,5,3.436666667,40.042,57.8,60
50,3.586707,22668.25,5.5,3.431666667,40.028,57.8,60
50,3.586707,22668.75,6,3.426666667,40.015,57.8,60
50,3.586707,22669.25,6.5,3.42,40.008,57.8,60
50,3.586707,22669.75,7,3.415,40.007,57.8,60
50,3.586707,22670.25,7.5,3.41,40.012,57.8,60
50,3.586707,22670.75,8,3.405,40.005,57.8,60
50,3.586707,22671.25,8.5,3.4,40.029,57.8,60
50,3.586707,22671.75,9,3.395,40.023,57.8,60
50,3.586707,22672.25,9.5,3.39,40.021,57.8,60
50,3.586707,22672.75,10,3.385,40,57.8,60
50,3.586707,22673.25,10.5,3.38,39.993,57.8,60
50,3.586707,22673.75,11,3.375,39.994,57.8,60
50,3.586707,22674.25,11.5,3.37,40.004,57.8,60
50,3.586707,22674.75,12,3.366666667,40.007,57.8,60
50,3.586707,23292.9,0.5,3.675,-39.954,57.9,59.9
50,3.586707,23293.4,1,3.683333333,-39.99,57.9,59.9
50,3.586707,23293.9,1.5,3.693333333,-40.011,57.9,59.9
50,3.586707,23294.4,2,3.7,-40.017,57.9,59.9
50,3.586707,23294.9,2.5,3.706666667,-40.023,57.9,59.9
50,3.586707,23295.4,3,3.711666667,-40.033,57.9,60
50,3.586707,23295.9,3.5,3.72,-40.029,57.9,60
50,3.586707,23296.4,4,3.725,-40.031,57.9,60
50,3.586707,23296.9,4.5,3.73,-40.032,57.9,60
50,3.586707,23297.4,5,3.736666667,-40.025,57.9,60
50,3.586707,23297.9,5.5,3.741666667,-40.024,57.8,60
50,3.586707,23298.4,6,3.746666667,-40.012,57.8,60
50,3.586707,23298.9,6.5,3.753333333,-40.011,57.8,60
50,3.586707,23299.4,7,3.756666667,-40.018,57.8,60
50,3.586707,23299.9,7.5,3.761666667,-40.009,57.9,60
50,3.586707,23300.4,8,3.766666667,-40.011,57.9,60
50,3.586707,23300.9,8.5,3.771666667,-40.008,57.9,60
50,3.586707,23301.4,9,3.776666667,-40.01,57.9,60
50,3.586707,23301.9,9.5,3.781666667,-40.006,57.9,60
50,3.586707,23302.4,10,3.786666667,-40.013,57.9,60
50,3.586707,23302.9,10.5,3.79,-40.011,57.9,60
50,3.586707,23303.4,11,3.795,-40.016,57.9,60
50,3.586707,23303.9,11.5,3.8,-40.019,57.9,60
50,3.586707,23304.4,12,3.805,-40.019,57.9,60
50,3.586707,23922.55,0.5,3.478333333,50.018,57.9,59.9
50,3.586707,23923.05,1,3.465,50.011,57.9,59.9
50,3.586707,23923.55,1.5,3.455,50.016,57.9,59.9
50,3.586707,23924.05,2,3.445,50.002,57.9,59.9
50,3.586707,23924.55,2.5,3.436666667,50.011,57.9,59.9
50,3.586707,23925.05,3,3.428333333,50.007,57.9,59.9
50,3.586707,23925.55,3.5,3.42,50.009,57.9,59.9
50,3.586707,23926.05,4,3.413333333,50.011,57.9,59.9
50,3.586707,23926.55,4.5,3.405,50.012,57.9,59.9
50,3.586707,23927.05,5,3.398333333,50.011,57.9,59.9
50,3.586707,23927.55,5.5,3.39,50.017,57.9,59.9
50,3.586707,23928.05,6,3.385,50.013,57.9,59.9
50,3.586707,23928.55,6.5,3.376666667,50.013,57.9,59.9
50,3.586707,23929.05,7,3.371666667,50.026,57.9,59.9
50,3.586707,23929.55,7.5,3.365,50.016,57.9,60
50,3.586707,23930.05,8,3.358333333,50.021,57.9,60
50,3.586707,23930.55,8.5,3.351666667,50.016,57.9,60
50,3.586707,23931.05,9,3.345,50.018,57.9,60
50,3.586707,23931.55,9.5,3.34,50.016,57.9,60
50,3.586707,23932.05,10,3.331666667,50.011,57.9,60
50,3.586707,23932.55,10.5,3.326666667,50.018,57.9,60
50,3.586707,23933.05,11,3.32,50.015,57.9,60
50,3.586707,23933.55,11.5,3.315,50.003,57.9,60
50,3.586707,23934.05,12,3.308333333,50.008,57.9,60
50,3.586707,24552.2,0.5,3.696666667,-49.997,57.8,60
50,3.586707,24552.7,1,3.708333333,-50.012,57.8,60
50,3.586707,24553.2,1.5,3.72,-50.015,57.8,60
50,3.586707,24553.7,2,3.728333333,-50.018,57.8,60
50,3.586707,24554.2,2.5,3.738333333,-50.03,57.8,60
50,3.586707,24554.7,3,3.745,-50.03,57.8,60
50,3.586707,24555.2,3.5,3.753333333,-50.029,57.8,60
50,3.586707,24555.7,4,3.761666667,-50.032,57.8,60
50,3.586707,24556.2,4.5,3.768333333,-50.044,57.8,60
50,3.586707,24556.7,5,3.775,-50.045,57.8,60
50,3.586707,24557.2,5.5,3.781666667,-50.043,57.8,60
50,3.586707,24557.7,6,3.788333333,-50.042,57.8,60
50,3.586707,24558.2,6.5,3.795,-50.043,57.8,60
50,3.586707,24558.7,7,3.8,-50.044,57.8,60
50,3.586707,24559.2,7.5,3.806666667,-50.03,57.8,60
50,3.586707,24559.7,8,3.813333333,-50.039,57.8,60
50,3.586707,24560.2,8.5,3.818333333,-50.029,57.8,60
50,3.586707,24560.7,9,3.825,-50.028,57.8,60
50,3.586707,24561.2,9.5,3.831666667,-50.025,57.8,60
50,3.586707,24561.7,10,3.836666667,-50.02,57.8,60
50,3.586707,24562.2,10.5,3.841666667,-50.007,57.8,60
50,3.586707,24562.7,11,3.848333333,-50.016,57.8,60
50,3.586707,24563.2,11.5,3.853333333,-49.996,57.8,60
50,3.586707,24563.7,12,3.86,-49.993,57.8,60
60,3.717536,26055.91,0.5,3.673333333,20.011,57.9,60
60,3.717536,26056.41,1,3.666666667,20.015,57.9,60
60,3.717536,26056.91,1.5,3.663333333,20.014,57.9,60
60,3.717536,26057.41,2,3.658333333,20.012,57.9,60
60,3.717536,26057.91,2.5,3.656666667,20.026,57.9,60
60,3.717536,26058.41,3,3.651666667,20.006,57.9,60
60,3.717536,26058.91,3.5,3.648333333,20.006,57.9,60
60,3.717536,26059.41,4,3.646666667,19.99,57.9,60
60,3.717536,26059.91,4.5,3.643333333,19.989,57.9,60
60,3.717536,26060.41,5,3.641666667,19.99,57.9,60
60,3.717536,26060.91,5.5,3.636666667,20.007,57.9,60
60,3.717536,26061.41,6,3.635,20.017,57.9,60
60,3.717536,26061.91,6.5,3.633333333,20.009,57.9,60
60,3.717536,26062.41,7,3.63,20.007,57.9,60
60,3.717536,26062.91,7.5,3.628333333,19.999,57.9,60
60,3.717536,26063.41,8,3.625,20.017,57.9,60
60,3.717536,26063.91,8.5,3.621666667,20.012,57.9,60
60,3.717536,26064.41,9,3.62,20.005,57.9,60
60,3.717536,26064.91,9.5,3.618333333,19.995,57.9,60
60,3.717536,26065.41,10,3.615,19.999,57.9,60
60,3.717536,26065.91,10.5,3.613333333,20.018,57.9,60
60,3.717536,26066.41,11,3.61,20.02,57.9,60
60,3.717536,26066.91,11.5,3.608333333,20.013,57.9,60
60,3.717536,26067.41,12,3.606666667,20.015,57.9,60
60,3.717536,26685.56,0.5,3.76,-20.005,57.8,60
60,3.717536,26686.06,1,3.765,-20.003,57.9,60
60,3.717536,26686.56,1.5,3.77,-19.988,57.9,60
60,3.717536,26687.06,2,3.773333333,-19.999,57.9,60
60,3.717536,26687.56,2.5,3.776666667,-19.999,57.9,60
60,3.717536,26688.06,3,3.78,-20.001,57.9,59.9
60,3.717536,26688.56,3.5,3.783333333,-20.004,57.9,59.9
60,3.717536,26689.06,4,3.786666667,-20.022,57.9,59.9
60,3.717536,26689.56,4.5,3.788333333,-20.016,57.9,59.9
60,3.717536,26690.06,5,3.791666667,-20.018,57.9,60
60,3.717536,26690.56,5.5,3.793333333,-20.025,57.9,60
60,3.717536,26691.06,6,3.796666667,-20.021,57.9,59.9
60,3.717536,26691.56,6.5,3.8,-20.013,57.9,59.9
60,3.717536,26692.06,7,3.801666667,-20.025,57.9,60
60,3.717536,26692.56,7.5,3.803333333,-20.022,57.9,60
60,3.717536,26693.06,8,3.806666667,-20.016,57.9,60
60,3.717536,26693.56,8.5,3.81,-20.021,57.9,60
60,3.717536,26694.06,9,3.811666667,-20.018,57.9,59.9
60,3.717536,26694.56,9.5,3.815,-20.013,57.9,59.9
60,3.717536,26695.06,10,3.816666667,-20.006,57.9,59.9
60,3.717536,26695.56,10.5,3.818333333,-19.995,57.9,59.9
60,3.717536,26696.06,11,3.821666667,-19.997,57.9,59.9
60,3.717536,26696.56,11.5,3.823333333,-19.979,57.9,59.9
60,3.717536,26697.06,12,3.825,-19.981,57.9,59.9
60,3.717536,27315.21,0.5,3.655,29.998,57.9,60
60,3.717536,27315.71,1,3.65,29.989,57.9,60
60,3.717536,27316.21,1.5,3.641666667,30.011,57.9,60
60,3.717536,27316.71,2,3.636666667,30.005,57.9,60
60,3.717536,27317.21,2.5,3.631666667,30.02,57.9,60
60,3.717536,27317.71,3,3.626666667,30.019,57.9,60
60,3.717536,27318.21,3.5,3.621666667,30.028,57.9,60
60,3.717536,27318.71,4,3.616666667,30.008,57.9,60
60,3.717536,27319.21,4.5,3.613333333,30.013,57.9,60
60,3.717536,27319.71,5,3.61,29.989,57.9,60
60,3.717536,27320.21,5.5,3.605,29.987,57.9,60
60,3.717536,27320.71,6,3.601666667,29.994,57.9,60
60,3.717536,27321.21,6.5,3.596666667,30.008,57.9,60
60,3.717536,27321.71,7,3.593333333,30.015,57.9,60
60,3.717536,27322.21,7.5,3.59,30.002,57.9,60
60,3.717536,27322.71,8,3.585,30.005,57.9,60
60,3.717536,27323.21,8.5,3.581666667,30.012,57.9,60
60,3.717536,27323.71,9,3.578333333,30.02,57.9,60
60,3.717536,27324.21,9.5,3.575,30.027,57.9,60
60,3.717536,27324.71,10,3.57,30.018,57.9,60
60,3.717536,27325.21,10.5,3.566666667,30.005,57.9,60
60,3.717536,27325.71,11,3.563333333,30,57.9,60
60,3.717536,27326.21,11.5,3.56,30.01,57.9,59.9
60,3.717536,27326.71,12,3.556666667,30.018,57.9,59.9
60,3.717536,27944.86,0.5,3.783333333,-30.021,58,59.9
60,3.717536,27945.36,1,3.79,-30.007,58,59.9
60,3.717536,27945.86,1.5,3.796666667,-29.996,58,59.9
60,3.717536,27946.36,2,3.801666667,-29.996,58,59.9
60,3.717536,27946.86,2.5,3.806666667,-29.988,58,59.9
60,3.717536,27947.36,3,3.811666667,-29.981,58,59.9
60,3.717536,27947.86,3.5,3.816666667,-29.972,58,59.9
60,3.717536,27948.36,4,3.821666667,-29.971,58,59.9
60,3.717536,27948.86,4.5,3.825,-29.968,58,59.9
60,3.717536,27949.36,5,3.828333333,-29.965,58,59.9
60,3.717536,27949.86,5.5,3.833333333,-29.969,58,59.9
60,3.717536,27950.36,6,3.838333333,-29.974,58,59.9
60,3.717536,27950.86,6.5,3.841666667,-29.988,58,59.9
60,3.717536,27951.36,7,3.845,-30.002,58,59.9
60,3.717536,27951.86,7.5,3.848333333,-30.016,58,59.9
60,3.717536,27952.36,8,3.853333333,-30.024,58,59.9
60,3.717536,27952.86,8.5,3.856666667,-30.037,58,59.9
60,3.717536,27953.36,9,3.86,-30.027,58,59.9
60,3.717536,27953.86,9.5,3.863333333,-30.016,58,59.9
60,3.717536,27954.36,10,3.866666667,-30.01,58,59.9
60,3.717536,27954.86,10.5,3.87,-29.998,58,59.9
60,3.717536,27955.36,11,3.873333333,-29.992,58,59.9
60,3.717536,27955.86,11.5,3.878333333,-29.977,58,59.9
60,3.717536,27956.36,12,3.88,-29.977,58,59.9
60,3.717536,28574.51,0.5,3.633333333,40.027,58,59.9
60,3.717536,28575.01,1,3.623333333,40.019,58,59.9
60,3.717536,28575.51,1.5,3.615,40.012,58,59.9
60,3.717536,28576.01,2,3.606666667,40.014,58,59.9
60,3.717536,28576.51,2.5,3.601666667,40.035,58,59.9
60,3.717536,28577.01,3,3.595,40.033,58,59.9
60,3.717536,28577.51,3.5,3.588333333,40.007,58,59.9
60,3.717536,28578.01,4,3.581666667,40.002,58,59.9
60,3.717536,28578.51,4.5,3.576666667,40.009,58,59.9
60,3.717536,28579.01,5,3.57,39.991,58,59.9
60,3.717536,28579.51,5.5,3.565,40.013,58,59.9
60,3.717536,28580.01,6,3.56,40.031,58,59.9
60,3.717536,28580.51,6.5,3.555,40.019,58,59.9
60,3.717536,28581.01,7,3.548333333,40.011,58,59.9
60,3.717536,28581.51,7.5,3.543333333,39.996,58,59.9
60,3.717536,28582.01,8,3.54,40.01,58,59.9
60,3.717536,28582.51,8.5,3.535,40.006,58,59.9
60,3.717536,28583.01,9,3.53,40.028,58,59.9
60,3.717536,28583.51,9.5,3.525,40.028,58,59.9
60,3.717536,28584.01,10,3.52,40.016,58,59.9
60,3.717536,28584.51,10.5,3.513333333,40.007,58,59.9
60,3.717536,28585.01,11,3.51,40.01,58,59.9
60,3.717536,28585.51,11.5,3.505,40.003,58,59.9
60,3.717536,28586.01,12,3.5,39.998,58,59.9
60,3.717536,29204.16,0.5,3.805,-39.999,58,60
60,3.717536,29204.66,1,3.815,-40.009,58,60
60,3.717536,29205.16,1.5,3.823333333,-40.01,58,60
60,3.717536,29205.66,2,3.83,-40.006,58,60
60,3.717536,29206.16,2.5,3.836666667,-39.995,58,60
60,3.717536,29206.66,3,3.843333333,-39.992,58,60
60,3.717536,29207.16,3.5,3.85,-39.982,58,60
60,3.717536,29207.66,4,3.856666667,-39.976,58,60
60,3.717536,29208.16,4.5,3.861666667,-39.978,58,60
60,3.717536,29208.66,5,3.868333333,-39.975,58,60
